area,county,city_or_town,lat_area,long_area,population,median_household_income,income_per_capita,name,address,lat_venue,long_venue,categories,price_level,rating,user_ratings_total
Alameda,Alameda,City,37.734379,-122.23952,77624,104756,52448,Rickey Henderson Field,7000 Coliseum Way,37.75144870873856,-122.20082562687088,Baseball Field,0.0,0.0,0.0
Alameda,Alameda,City,37.734379,-122.23952,77624,104756,52448,Lucky 13,1301 Park St (at Encinal),37.76274,-122.244275,Dive Bar,1.0,4.6,456.0
Alameda,Alameda,City,37.734379,-122.23952,77624,104756,52448,Ole's Waffle Shop,1507 Park St (btw Webb & Santa Clara Ave),37.7655786157402,-122.24175194819543,Diner,1.0,4.5,1705.0
Alameda,Alameda,City,37.734379,-122.23952,77624,104756,52448,"Championship Plaza, Food Trucks",7000 Coliseum Way,37.75072986969877,-122.2019551519979,Food Truck,0.0,0.0,0.0
Alameda,Alameda,City,37.734379,-122.23952,77624,104756,52448,Ida Krusi Memorial Park,3000 Otis Dr (at Mound St),37.75305375321454,-122.23857768465892,Park,0.0,0.0,0.0
Alameda,Alameda,City,37.734379,-122.23952,77624,104756,52448,Jamba Juice,2306 South Shore Center,37.756287,-122.250235,Juice Bar,1.0,4.1,102.0
Alameda,Alameda,City,37.734379,-122.23952,77624,104756,52448,The Marketplace,1650 Park St (Buena Vista Ave),37.7677538369107,-122.23953162247794,Grocery Store,0.0,0.0,0.0
Alameda,Alameda,City,37.734379,-122.23952,77624,104756,52448,Dan's Fresh Produce,2300 Central Ave (Oak St),37.76470159084888,-122.2441644035054,Farmers Market,2.0,4.8,77.0
Alameda,Alameda,City,37.734379,-122.23952,77624,104756,52448,Body Techniques,1320 Harbor Bay Pkwy Ste 104 (at S Loop Rd),37.72432773120828,-122.2359329073102,Massage Studio,0.0,0.0,0.0
Alameda,Alameda,City,37.734379,-122.23952,77624,104756,52448,Alameda Island Brewing Company,1716 Park St,37.76848332637728,-122.23898380908062,Brewery,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Franklin Park,Franklin Park (at San Antonio Ave),37.7686405184998,-122.26138568491635,Playground,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Forbidden Island,1304 Lincoln Ave (at Sherman St),37.77472301047677,-122.26299447552317,Tiki Bar,2.0,4.6,989.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Blue Dot,1910 Encinal Ave (at Lafayette St),37.76688133197944,-122.25423558042351,Coffee Shop,2.0,4.5,223.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Encinal Nursery,2057 Encinal Ave,37.765952173458956,-122.25151172347323,Garden Center,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Robert W. Crown Memorial State Beach,Robert W. Crown Memorial State Beach,37.7591884283176,-122.26424396038055,State / Provincial Park,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Salon 1500,1500 Encinal Ave,37.76993858325384,-122.26141683705134,Salon / Barbershop,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Alameda Theatre & Cineplex,2317 Central Ave (btwn Oak & Park),37.76467987454134,-122.24394586691447,Multiplex,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Sidestreet Pho,2304 Encinal Ave (at Oak St),37.76286736692297,-122.24512760499984,Vietnamese Restaurant,1.0,4.5,397.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Tucker's Ice Cream,1349 Park St (at Central Ave),37.763843429596356,-122.24329684639895,Ice Cream Shop,1.0,4.7,781.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Alameda Beach,South Shore Dr.,37.76092626065399,-122.26927955696185,Beach,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Trader Joe's,2217 South Shore Center (at Park St),37.757752331297176,-122.2513952034944,Grocery Store,2.0,4.6,1038.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,The Star,1400 Park St (at Central Ave),37.76419977433267,-122.24271068207528,Pizza Place,2.0,4.4,637.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Burma Superstar,1345 Park St (Alameda Ave),37.76365207464914,-122.24341058434636,Burmese Restaurant,2.0,4.6,927.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Julie's Coffee & Tea Shop,1223 Park St (San Antonio),37.76163172964298,-122.24514096622651,Café,2.0,4.6,393.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Upper Washington Park,"Alameda, CA 94501",37.77054605967721,-122.27337238873949,Park,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Mosley's Cafe,2099 Grand St,37.77889017218601,-122.25217247852366,Café,2.0,4.6,141.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Troy,2318A Central Ave,37.764388254681705,-122.24336512944782,Middle Eastern Restaurant,1.0,4.5,198.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Crab Cove,1252 McKay Ave,37.76910914059176,-122.27773088774556,Beach,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,American Oak,2319 Santa Clara Ave,37.76573894443934,-122.24242648213696,Bar,2.0,4.5,488.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Scolari's Good Eats,1303 Park St (at Encinal Ave),37.76271351016542,-122.24425000350969,American Restaurant,2.0,4.6,543.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Trabocco Kitchen and Cocktails,2213 South Shore Ctr,37.75713787134351,-122.25175007078096,Italian Restaurant,2.0,4.6,852.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Pacific Pinball Museum,1510 Webster St (at Santa Clara Ave),37.77374159915339,-122.27668617554536,Arcade,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Cookiebar Creamery,647 Central Ave (at Webster St),37.77153,-122.27733,Ice Cream Shop,1.0,4.6,353.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Feel Good Bakery,1650 Park St (btwn Haight & Santa Clara Ave),37.767750699381665,-122.23950204783034,Bakery,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Daiso Japan,2212 S Shore Ctr Ste R,37.757488222502666,-122.2524384581594,Discount Store,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,High Scores Arcade,1414 Park St (at Santa Clara Ave),37.7646448907098,-122.24238063502902,Arcade,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Books Inc,1344 Park St,37.763685742162494,-122.24321254490583,Bookstore,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Alameda Dog Park,Westline Dr. (Lower Washington Park At Eighth St. & Portola Ave.),37.76779614696947,-122.27275764326211,Dog Run,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Jean Sweeney Open Space Park,"Alameda, CA 94501",37.779397,-122.264547,Park,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,European Wax Center,2224 S Shore Ctr,37.75693280100284,-122.25133489911198,Health & Beauty Service,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,South Shore Center,523 S Shore Ctr W (at Park St),37.75750716825798,-122.25089033498438,Shopping Mall,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Cholita Linda,1337 Park St (Alameda Ave),37.76353653082272,-122.24353982187077,Mexican Restaurant,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Speisekammer,2424 Lincoln Ave (at Park St),37.765958,-122.240173,German Restaurant,2.0,4.6,1467.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Dan's Fresh Produce,2300 Central Ave (Oak St),37.76470159084888,-122.2441644035054,Farmers Market,2.0,4.8,77.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Ole's Waffle Shop,1507 Park St (btw Webb & Santa Clara Ave),37.7655786157402,-122.24175194819543,Diner,1.0,4.5,1705.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Jay's Coffee Teas and Treats,1414 Encinal Ave,37.77013337424461,-122.26152884368543,Café,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Alameda Farmers' Market,Webster St. & Haight Ave.,37.77419553062797,-122.27604732097384,Farmers Market,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Neptune's,630 Central Ave,37.771333666543555,-122.27812479063252,Southern / Soul Food Restaurant,2.0,4.5,363.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Aria supermarket,1552 Webster St (Lincoln Avenue),37.774845,-122.27649199999999,Eastern European Restaurant,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Lucky 13,1301 Park St (at Encinal),37.76274,-122.244275,Dive Bar,1.0,4.6,456.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,The Marketplace,1650 Park St (Buena Vista Ave),37.7677538369107,-122.23953162247794,Grocery Store,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Utzutzu,1428 Park St (Santa Clara Ave.),37.76492492362601,-122.24212074743394,Sushi Restaurant,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Peet's Coffee & Tea,"1901 Webster St,",37.778452,-122.276803,Coffee Shop,1.0,4.3,45.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Alameda Island Brewing Company,1716 Park St,37.76848332637728,-122.23898380908062,Brewery,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,CRAFT Beer & Wine,2526 Santa Clara Ave Apt A (btwn Everett St & Broadway),37.76388666349873,-122.23915625663363,Wine Shop,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Angela's,1640 Park (Pacific),37.76741473549111,-122.23983803589473,Middle Eastern Restaurant,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,WesCafe,1536 Webster St (btwn Santa Clara & Haight Ave),37.773941955139996,-122.27656259850623,Café,1.0,4.5,278.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Ulta Beauty,2245 S Shore Ctr (Alameda South Shore Center),37.7569835,-122.2498434,Cosmetics Shop,0.0,0.0,0.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Peet's Coffee & Tea,"1365 Park Street,",37.764158,-122.243088,Coffee Shop,1.0,4.3,45.0
Alameda,Alameda,City,37.769528,-122.25937,77624,104756,52448,Q's Halal Chicken,2306 Central Ave (Oak),37.7645832052382,-122.24381319506689,Afghan Restaurant,1.0,4.4,545.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Hal's Office,1207 Solano Ave (at Cornell Ave),37.89052159197404,-122.29588491592499,Café,1.0,4.6,140.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Highwire Coffee Roasters,1330 Solano Ave (at Pomona Ave),37.890580103751866,-122.29139489212251,Coffee Shop,1.0,4.7,123.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Sam's Log Cabin,945 San Pablo Ave,37.88858866521545,-122.29825769171232,Breakfast Spot,2.0,4.6,690.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Flowerland Nursery,1330 Solano Ave (at Pomona Ave),37.89057533220806,-122.29134981565885,Flower Shop,0.0,0.0,0.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Little Star Pizza,1181 Solano Ave (at Stannage Ave),37.89045317959509,-122.2968172701844,Pizza Place,2.0,4.5,695.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Kim's Café & Sandwiches,1309 Solano Ave (at Pomona Ave),37.89072105392709,-122.29226066935067,Café,1.0,4.5,170.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Bowl'd,1479 Solano Ave (Santa Fe),37.89095369129458,-122.28830511292153,Korean Restaurant,2.0,4.5,604.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Rivoli,1539 Solano Ave,37.89109461963278,-122.28632696204954,New American Restaurant,3.0,4.6,304.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,China Village Restaurant,1335 Solano Ave (at Ramona Ave),37.8908313286842,-122.291233943932,Chinese Restaurant,2.0,4.3,542.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Patisserie Rotha,1051 San Pablo Ave (Monroe St),37.884811,-122.296931,Bakery,2.0,4.9,154.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Potala Organic Cafe,1045 San Pablo Ave (btwn Marin & Dartmouth),37.88513139559338,-122.29701312530764,Vegetarian / Vegan Restaurant,1.0,4.7,327.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Gordo Taqueria,1423 Solano Ave (at Carmel Ave),37.8909116855847,-122.28950469362562,Burrito Place,1.0,4.5,556.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Hot Shop,909 San Pablo Ave (Solano Ave),37.890021000000004,-122.298553,Burrito Place,1.0,4.7,170.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,La Crema,1106 Solano Ave,37.890233032535654,-122.29855747680514,Mexican Restaurant,1.0,3.9,128.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,El Autlense Taco Truck,"Albany, CA",37.89495673130347,-122.30016297912297,Food Truck,1.0,4.7,472.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Nomad Tibetan Restaurant,1593 Solano Ave,37.89119876833169,-122.2847345825925,Tibetan Restaurant,2.0,4.6,145.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Westbrae Biergarten,1280 Gilman St (at Curtis St),37.88139734428601,-122.29028648238766,Beer Garden,2.0,4.5,611.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Tokyo Fish Market,1220 San Pablo Ave (btwn Gilman St & Harrison St),37.881494645370275,-122.29651311192931,Fish Market,0.0,0.0,0.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Oori Rice Triangles,1247 Solano Ave,37.890653155946545,-122.29387935298156,Asian Restaurant,1.0,4.6,264.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Royal Cafe,811 San Pablo Ave,37.89138044255813,-122.29916241996233,Breakfast Spot,2.0,4.5,389.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,As You Wish Frozen Yogurt,1205 Solano Ave (btw Talbot and Cornell),37.89051779553215,-122.29597744266331,Frozen Yogurt Shop,1.0,4.5,121.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Ohlone Greenway,"El Cerrito, CA 94530",37.880609853807314,-122.28957048312418,Trail,0.0,0.0,0.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Fieldwork Brewing Company,1160 6th St (at Harrison St),37.881297781858514,-122.30208942658138,Brewery,2.0,4.7,836.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Albany Twin Movie Theater,1115 Solano Ave (at Kains Ave.),37.89058953709057,-122.29827687132185,Indie Movie Theater,0.0,0.0,0.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Whole Foods Market,1025 Gilman Street,37.88071495225483,-122.29766067015252,Grocery Store,3.0,4.2,909.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Zaytoon,1133 Solano Ave,37.89050032258931,-122.29776391298495,Mediterranean Restaurant,2.0,4.4,416.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Gilman Brewing Company,912 Gilman St (btwn 7th & 8th St),37.87959890020307,-122.29980128773825,Brewery,2.0,4.6,201.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Philz Coffee,1313 9th St Ste 110,37.87958633689603,-122.29765813127659,Coffee Shop,2.0,4.6,2107.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Fonda,1501 Solano Ave,37.89105,-122.287308,Tapas Restaurant,2.0,4.3,305.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Bua Luang Thai,1166 Solano Ave,37.89032621084079,-122.29654823917899,Thai Restaurant,2.0,4.4,137.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Himalayan Tandoori and Curry House,1645 Solano Ave,37.89124190791076,-122.28342934207797,Indian Restaurant,2.0,4.5,147.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Sabuy Sabuy II,1233 San Pablo Ave (Gilman),37.88115824870853,-122.29580955230857,Thai Restaurant,1.0,4.4,76.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Al's Big Burger,437 San Pablo Ave (at Brighton Ave.),37.89688128577032,-122.3008513116458,Burger Joint,1.0,4.7,544.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,AKEMI Japanese Restaurant,1695 Solano Ave,37.8913633441441,-122.28281304919189,Japanese Restaurant,2.0,4.3,290.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Barney's Gourmet Hamburgers,1591 Solano Ave,37.89116930633725,-122.28478282427875,Burger Joint,2.0,4.2,493.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Blue Willow Teaspot,1200 10th St (Harrison St.),37.881788,-122.297753,Tea Room,1.0,4.8,117.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Pho Ao Sen,665 San Pablo Ave (Portland),37.89372134226513,-122.29993570000028,Vietnamese Restaurant,1.0,4.4,464.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Mr. Dewie's Cashew Creamery,1116 Solano Ave (at Kains Ave),37.89025320509685,-122.29808998883057,Ice Cream Shop,2.0,4.7,403.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Trader Joe's,225 El Cerrito Plaza (at Carlson Blvd.),37.89878047652955,-122.29963052790721,Grocery Store,2.0,4.6,1038.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,REI,1338 San Pablo Ave (btwn Gilman & Camelia St),37.87911194929594,-122.29613720006944,Sporting Goods Shop,0.0,0.0,0.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Hotsy Totsy Club,601 San Pablo Ave (at Garfield Ave.),37.89499951041763,-122.3002838958273,Bar,1.0,4.5,512.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Monterey Market,1550 Hopkins St (btwn Hopkins Ct & California St),37.881393010846196,-122.28212775309903,Grocery Store,0.0,0.0,0.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,The Junket,235 El Cerrito Plz,37.89892225830175,-122.29906564448517,German Restaurant,2.0,4.6,164.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Kiku Sushi,1316 Gilman St,37.881189938179126,-122.28929822827581,Japanese Restaurant,2.0,4.5,363.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Taqueria Talavera,1561 Solano Ave (at Peralta Ave.),37.89108824683259,-122.28557272695501,Mexican Restaurant,1.0,4.5,451.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Brazilian Breads,1707 Solano Ave (Tulare Ave),37.891270579776354,-122.28232388506724,Brazilian Restaurant,2.0,4.6,138.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,The Xocolate Bar,1709 Solano Ave (Tulare Ave),37.89135203989525,-122.28230691189775,Dessert Shop,0.0,0.0,0.0
Albany,Alameda,City,37.889125,-122.29371,19696,95400,50089,Schmidt's Pub,1492 Solano Ave (btwn Curtis St & Santa Fe Ave),37.890701449177065,-122.28831975732734,Pub,1.0,4.7,274.0
